accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.70467;0.69857;"[0.64666667 0.69333333 0.75333333 0.62666667 0.72666667 0.69333333
 0.74666667 0.68       0.72666667 0.75333333]";"[0.68857143 0.72571429 0.74571429 0.67714286 0.68571429 0.70857143
 0.67428571 0.73428571 0.66857143 0.67714286]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 6.08590931e-229]
 [1.00000000e+000 5.81705926e-207]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.43810791e-149]
 [1.00000000e+000 4.09233406e-216]]";"[[1.00000000e+000 4.41274145e-206]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.45240144e-021]
 [1.00000000e+000 6.74094893e-077]]"
0.70467;0.70371;"[0.64666667 0.69333333 0.74666667 0.62       0.72666667 0.69333333
 0.74666667 0.69333333 0.72666667 0.75333333]";"[0.69714286 0.73428571 0.75428571 0.67142857 0.68571429 0.70571429
 0.67428571 0.74571429 0.68571429 0.68285714]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 3.25155828e-238]
 [1.00000000e+000 1.56326947e-210]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 2.92575794e-319]
 [1.00000000e+000 6.94850495e-156]
 [1.00000000e+000 7.89708021e-215]]";"[[1.00000000e+000 1.87914316e-198]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.62648523e-020]
 [1.00000000e+000 5.71458656e-073]]"
0.648;0.66543;"[0.62       0.64666667 0.66       0.63333333 0.71333333 0.63333333
 0.67333333 0.63333333 0.62       0.64666667]";"[0.64       0.68857143 0.69142857 0.64285714 0.68571429 0.65142857
 0.67428571 0.68571429 0.65142857 0.64285714]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+00 1.23359717e-36]
 [1.00000000e+00 4.49932912e-57]
 [1.08512596e-26 1.00000000e+00]
 ...
 [1.00000000e+00 3.05612028e-37]
 [1.00000000e+00 6.74314814e-27]
 [1.00000000e+00 8.48366443e-57]]";"[[1.00000000e+00 7.13655849e-55]
 [1.00000000e+00 2.99023597e-43]
 [1.00000000e+00 1.90851239e-16]
 ...
 [1.00000000e+00 0.00000000e+00]
 [1.00000000e+00 2.14310155e-31]
 [1.00000000e+00 7.85688871e-65]]"
0.65133;0.66257;"[0.61333333 0.64       0.67333333 0.63333333 0.72666667 0.64666667
 0.66       0.64       0.62666667 0.65333333]";"[0.64       0.68571429 0.68571429 0.62857143 0.68571429 0.65142857
 0.66857143 0.68285714 0.66       0.63714286]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+00 3.44386804e-36]
 [1.00000000e+00 5.37965377e-52]
 [1.77477347e-22 1.00000000e+00]
 ...
 [1.00000000e+00 1.04984568e-36]
 [1.00000000e+00 1.08922865e-25]
 [1.00000000e+00 4.53399546e-56]]";"[[1.00000000e+00 1.85498252e-54]
 [1.00000000e+00 3.76894106e-40]
 [1.00000000e+00 1.06017686e-20]
 ...
 [1.00000000e+00 0.00000000e+00]
 [1.00000000e+00 1.04861963e-30]
 [1.00000000e+00 4.73855916e-68]]"
0.67067;0.68886;"[0.71333333 0.68       0.68666667 0.64       0.66666667 0.66
 0.7        0.62       0.67333333 0.66666667]";"[0.67142857 0.7        0.67428571 0.67714286 0.68571429 0.71142857
 0.65428571 0.70571429 0.69428571 0.71428571]";[-1 -1  1 ...  1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.672;0.68886;"[0.71333333 0.68       0.68666667 0.64       0.66666667 0.66666667
 0.7        0.62       0.68       0.66666667]";"[0.67142857 0.7        0.67428571 0.67714286 0.68571429 0.71142857
 0.65428571 0.70571429 0.69428571 0.71428571]";[-1 -1  1 ...  1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.68267;0.70114;"[0.68666667 0.67333333 0.67333333 0.68       0.68       0.68666667
 0.69333333 0.64       0.70666667 0.70666667]";"[0.68857143 0.69428571 0.70285714 0.68285714 0.70285714 0.71142857
 0.66       0.73714286 0.71142857 0.72      ]";[-1 -1  1 ... -1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.684;0.70143;"[0.68666667 0.68       0.67333333 0.68       0.68       0.69333333
 0.69333333 0.64       0.70666667 0.70666667]";"[0.69142857 0.69142857 0.70285714 0.68285714 0.70285714 0.71428571
 0.66       0.73714286 0.71142857 0.72      ]";[-1 -1  1 ... -1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.70267;0.72543;"[0.67333333 0.69333333 0.74666667 0.69333333 0.7        0.68
 0.71333333 0.66666667 0.72       0.74      ]";"[0.7        0.72857143 0.70857143 0.71714286 0.72857143 0.71142857
 0.75428571 0.75714286 0.72857143 0.72      ]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.72612257e-222]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [3.86318423e-227 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]"
0.704;0.72571;"[0.67333333 0.7        0.75333333 0.68666667 0.7        0.68
 0.71333333 0.66666667 0.72666667 0.74      ]";"[0.7        0.72857143 0.70857143 0.71428571 0.73142857 0.71142857
 0.75428571 0.75714286 0.72571429 0.72571429]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 5.79440572e-224]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [6.28155901e-246 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]"
0.70867;0.714;"[0.65333333 0.70666667 0.78       0.66       0.72666667 0.68666667
 0.74       0.66666667 0.73333333 0.73333333]";"[0.71142857 0.75428571 0.76857143 0.68571429 0.70857143 0.70285714
 0.69142857 0.74857143 0.68       0.68857143]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 6.64700755e-315]
 [1.00000000e+000 2.52242548e-178]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.06888932e-191]
 [1.00000000e+000 2.09924860e-202]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.03446464e-206 1.00000000e+000]
 [3.44008810e-024 1.00000000e+000]]"
0.70867;0.71486;"[0.64666667 0.71333333 0.77333333 0.66       0.72666667 0.68
 0.75333333 0.67333333 0.72666667 0.73333333]";"[0.71142857 0.75428571 0.76857143 0.68571429 0.71142857 0.70857143
 0.69142857 0.75714286 0.68285714 0.67714286]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 7.95647036e-178]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.12888322e-210]
 [1.00000000e+000 9.98431830e-202]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [2.93690625e-227 1.00000000e+000]
 [3.40897978e-031 1.00000000e+000]]"
0.64867;0.67;"[0.63333333 0.62       0.67333333 0.64       0.73333333 0.62
 0.65333333 0.62666667 0.64       0.64666667]";"[0.66285714 0.7        0.66285714 0.64857143 0.71142857 0.66285714
 0.66857143 0.7        0.64571429 0.63714286]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+00 6.21392948e-27]
 [1.00000000e+00 5.98052629e-36]
 [6.69173742e-10 9.99999999e-01]
 ...
 [1.00000000e+00 4.19239903e-25]
 [1.00000000e+00 2.62892684e-16]
 [1.00000000e+00 3.02383965e-40]]";"[[1.00000000e+00 7.97748396e-52]
 [1.00000000e+00 5.11659611e-31]
 [1.00000000e+00 4.83507891e-26]
 ...
 [1.00000000e+00 0.00000000e+00]
 [1.00000000e+00 7.49950515e-23]
 [1.00000000e+00 2.73581175e-37]]"
0.652;0.67343;"[0.65333333 0.62666667 0.67333333 0.63333333 0.74666667 0.62
 0.64666667 0.63333333 0.62666667 0.66      ]";"[0.67142857 0.70857143 0.66571429 0.65428571 0.71142857 0.66
 0.67142857 0.69428571 0.65142857 0.64571429]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+00 1.67759284e-25]
 [1.00000000e+00 1.59097444e-31]
 [1.24927573e-06 9.99998751e-01]
 ...
 [1.00000000e+00 3.42698598e-25]
 [1.00000000e+00 2.56773873e-15]
 [1.00000000e+00 3.55176661e-42]]";"[[1.00000000e+00 1.67677173e-53]
 [1.00000000e+00 1.52712670e-25]
 [1.00000000e+00 1.63424330e-26]
 ...
 [1.00000000e+00 0.00000000e+00]
 [1.00000000e+00 1.98242666e-23]
 [1.00000000e+00 3.99295921e-39]]"
0.682;0.69657;"[0.72666667 0.7        0.68666667 0.65333333 0.7        0.64
 0.72       0.62       0.66666667 0.70666667]";"[0.67428571 0.70857143 0.69428571 0.68       0.68       0.72
 0.66571429 0.70857143 0.70571429 0.72857143]";[-1 -1  1 ...  1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.682;0.69686;"[0.72666667 0.7        0.68666667 0.65333333 0.7        0.64
 0.72       0.62       0.67333333 0.7       ]";"[0.67428571 0.70857143 0.69428571 0.68       0.68       0.72285714
 0.66571429 0.70857143 0.70571429 0.72857143]";[-1 -1  1 ...  1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.69333;0.72143;"[0.7        0.65333333 0.68       0.69333333 0.70666667 0.65333333
 0.7        0.65333333 0.74666667 0.74666667]";"[0.7        0.72285714 0.72857143 0.68571429 0.71714286 0.74
 0.68285714 0.76       0.74285714 0.73428571]";[-1 -1  1 ... -1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.69667;0.72;"[0.70666667 0.65333333 0.69333333 0.7        0.7        0.66
 0.70666667 0.65333333 0.75333333 0.74      ]";"[0.70285714 0.72       0.73714286 0.68285714 0.71428571 0.73428571
 0.68571429 0.75428571 0.73714286 0.73142857]";[-1 -1  1 ... -1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.71;0.73229;"[0.64666667 0.68       0.74666667 0.72666667 0.72       0.68
 0.71333333 0.69333333 0.73333333 0.76      ]";"[0.69142857 0.74857143 0.72285714 0.72571429 0.73428571 0.71428571
 0.77428571 0.76285714 0.72857143 0.72      ]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 7.65974417e-212]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.67363734e-210]
 [1.00000000e+000 0.00000000e+000]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [3.92149687e-119 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]"
0.714;0.73057;"[0.67333333 0.68       0.75333333 0.72       0.72       0.7
 0.71333333 0.69333333 0.73333333 0.75333333]";"[0.68857143 0.74       0.72       0.72285714 0.73142857 0.71714286
 0.77428571 0.76285714 0.72       0.72857143]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.10609568e-210]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 2.87945438e-255]
 [1.00000000e+000 0.00000000e+000]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [3.08917355e-137 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]"
0.71;0.71114;"[0.64       0.70666667 0.78666667 0.67333333 0.72666667 0.69333333
 0.74666667 0.68       0.72       0.72666667]";"[0.69142857 0.73142857 0.76285714 0.70285714 0.72       0.71428571
 0.68857143 0.74285714 0.69142857 0.66571429]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 1.30496475e-264]
 [1.00000000e+000 3.43395847e-177]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 4.08592289e-321]
 [1.00000000e+000 1.01910585e-127]
 [1.00000000e+000 1.63441354e-171]]";"[[1.00000000e+00 0.00000000e+00]
 [0.00000000e+00 1.00000000e+00]
 [1.00000000e+00 0.00000000e+00]
 ...
 [1.00000000e+00 0.00000000e+00]
 [3.53830917e-92 1.00000000e+00]
 [1.10590836e-11 1.00000000e+00]]"
0.71467;0.71457;"[0.66       0.7        0.77333333 0.68666667 0.72       0.69333333
 0.76       0.69333333 0.72666667 0.73333333]";"[0.70571429 0.74285714 0.76571429 0.68857143 0.71428571 0.71714286
 0.68285714 0.75428571 0.69428571 0.68      ]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 6.47073565e-296]
 [1.00000000e+000 1.72536934e-175]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 6.84006713e-318]
 [1.00000000e+000 1.33142553e-157]
 [1.00000000e+000 2.69743607e-171]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [2.22445701e-109 1.00000000e+000]
 [3.95629397e-029 1.00000000e+000]]"
0.63733;0.664;"[0.61333333 0.62       0.67333333 0.62       0.72666667 0.6
 0.64666667 0.64       0.58666667 0.64666667]";"[0.63714286 0.68857143 0.65428571 0.63428571 0.71142857 0.64857143
 0.66857143 0.69142857 0.66285714 0.64285714]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+00 3.33779696e-24]
 [1.00000000e+00 1.71599894e-45]
 [7.42211096e-12 1.00000000e+00]
 ...
 [1.00000000e+00 2.20439314e-21]
 [1.00000000e+00 9.51641956e-17]
 [1.00000000e+00 3.04525929e-35]]";"[[1.00000000e+00 6.69008902e-42]
 [1.00000000e+00 2.84124765e-40]
 [1.00000000e+00 2.03949340e-22]
 ...
 [1.00000000e+00 0.00000000e+00]
 [1.00000000e+00 8.39425495e-21]
 [1.00000000e+00 6.44030841e-36]]"
0.64667;0.66629;"[0.66666667 0.62       0.69333333 0.62       0.72666667 0.6
 0.64       0.62666667 0.61333333 0.66      ]";"[0.64857143 0.7        0.66571429 0.65142857 0.7        0.64285714
 0.67714286 0.68857143 0.64857143 0.64      ]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+00 4.14017533e-21]
 [1.00000000e+00 1.55663549e-34]
 [1.53511168e-05 9.99984649e-01]
 ...
 [1.00000000e+00 3.38653699e-21]
 [1.00000000e+00 1.57108388e-14]
 [1.00000000e+00 4.93712824e-37]]";"[[1.00000000e+00 5.74780406e-43]
 [1.00000000e+00 6.42284334e-25]
 [1.00000000e+00 2.35413477e-23]
 ...
 [1.00000000e+00 0.00000000e+00]
 [1.00000000e+00 3.44117874e-20]
 [1.00000000e+00 7.95422477e-40]]"
0.66933;0.688;"[0.71333333 0.66666667 0.68666667 0.64666667 0.66       0.66
 0.69333333 0.62666667 0.66666667 0.67333333]";"[0.67142857 0.7        0.67428571 0.67428571 0.68571429 0.70857143
 0.65142857 0.70571429 0.69428571 0.71428571]";[-1 -1  1 ...  1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.66933;0.688;"[0.71333333 0.66666667 0.68666667 0.64666667 0.66       0.66
 0.69333333 0.62666667 0.66666667 0.67333333]";"[0.67142857 0.7        0.67428571 0.67428571 0.68571429 0.70857143
 0.65142857 0.70571429 0.69428571 0.71428571]";[-1 -1  1 ...  1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.68867;0.70171;"[0.70666667 0.68666667 0.67333333 0.68       0.68666667 0.68666667
 0.70666667 0.64       0.71333333 0.70666667]";"[0.68571429 0.69142857 0.69428571 0.68285714 0.69714286 0.71714286
 0.67142857 0.73142857 0.72       0.72571429]";[-1 -1  1 ... -1  1 -1];"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 1.03440259e-140]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.69;0.70143;"[0.70666667 0.68666667 0.67333333 0.68       0.68666667 0.68666667
 0.70666667 0.64666667 0.72       0.70666667]";"[0.68571429 0.69142857 0.69428571 0.68285714 0.69714286 0.71714286
 0.66857143 0.73142857 0.72       0.72571429]";[-1 -1  1 ... -1  1 -1];"[[1.0000000e+000 0.0000000e+000]
 [1.0000000e+000 0.0000000e+000]
 [0.0000000e+000 1.0000000e+000]
 ...
 [1.0000000e+000 1.3879982e-156]
 [0.0000000e+000 1.0000000e+000]
 [1.0000000e+000 0.0000000e+000]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.69933;0.71514;"[0.66       0.7        0.75333333 0.66       0.68       0.67333333
 0.71333333 0.68       0.72       0.75333333]";"[0.69714286 0.73428571 0.71428571 0.68571429 0.69142857 0.7
 0.74857143 0.75428571 0.71428571 0.71142857]";[-1 -1  1 ... -1 -1 -1];"[[1.0000000e+000 0.0000000e+000]
 [1.0000000e+000 0.0000000e+000]
 [0.0000000e+000 1.0000000e+000]
 ...
 [1.0000000e+000 0.0000000e+000]
 [1.0000000e+000 2.1270516e-282]
 [1.0000000e+000 0.0000000e+000]]";"[[1.00000000e+00 0.00000000e+00]
 [0.00000000e+00 1.00000000e+00]
 [1.00000000e+00 0.00000000e+00]
 ...
 [1.00000000e+00 0.00000000e+00]
 [3.83424744e-05 9.99961658e-01]
 [1.00000000e+00 0.00000000e+00]]"
0.69933;0.71514;"[0.66       0.7        0.75333333 0.66       0.68       0.67333333
 0.71333333 0.68       0.72       0.75333333]";"[0.69714286 0.73428571 0.71428571 0.68571429 0.69142857 0.7
 0.74857143 0.75428571 0.71428571 0.71142857]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.72495017e-286]
 [1.00000000e+000 0.00000000e+000]]";"[[1.00000000e+00 0.00000000e+00]
 [0.00000000e+00 1.00000000e+00]
 [1.00000000e+00 0.00000000e+00]
 ...
 [1.00000000e+00 0.00000000e+00]
 [4.82067832e-06 9.99995179e-01]
 [1.00000000e+00 0.00000000e+00]]"
0.70333;0.70114;"[0.64666667 0.71333333 0.77333333 0.60666667 0.74       0.68666667
 0.74       0.66666667 0.73333333 0.72666667]";"[0.69142857 0.73428571 0.74285714 0.66571429 0.67714286 0.70857143
 0.68285714 0.74       0.67714286 0.69142857]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 2.90524050e-255]
 [1.00000000e+000 3.00012857e-213]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 3.67638743e-176]
 [1.00000000e+000 1.93023554e-243]]";"[[1.00000000e+000 4.59239032e-232]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [2.70515354e-001 7.29484646e-001]
 [1.00000000e+000 7.10987909e-093]]"
0.702;0.70314;"[0.64       0.70666667 0.77333333 0.60666667 0.74       0.68666667
 0.74       0.66666667 0.73333333 0.72666667]";"[0.69428571 0.74285714 0.74857143 0.66285714 0.68       0.71142857
 0.68285714 0.74285714 0.67428571 0.69142857]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 1.19156661e-256]
 [1.00000000e+000 4.68608777e-214]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 3.20625296e-177]
 [1.00000000e+000 3.86734242e-243]]";"[[1.00000000e+000 1.05883899e-233]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [3.64556690e-002 9.63544331e-001]
 [1.00000000e+000 1.84465476e-092]]"
0.64733;0.66743;"[0.62666667 0.64       0.68       0.63333333 0.70666667 0.63333333
 0.65333333 0.63333333 0.62       0.64666667]";"[0.64       0.68857143 0.68571429 0.64       0.68857143 0.65142857
 0.68       0.68571429 0.66285714 0.65142857]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+00 3.30264908e-39]
 [1.00000000e+00 1.74428897e-45]
 [8.06201230e-24 1.00000000e+00]
 ...
 [1.00000000e+00 4.15110004e-41]
 [1.00000000e+00 4.81679582e-26]
 [1.00000000e+00 4.11434806e-61]]";"[[1.00000000e+00 4.38808820e-61]
 [1.00000000e+00 4.28794412e-42]
 [1.00000000e+00 2.67524491e-21]
 ...
 [1.00000000e+00 0.00000000e+00]
 [1.00000000e+00 4.18335481e-32]
 [1.00000000e+00 1.12395523e-67]]"
0.64867;0.67086;"[0.62666667 0.64       0.68       0.63333333 0.70666667 0.64
 0.65333333 0.64       0.62       0.64666667]";"[0.65428571 0.68857143 0.68857143 0.64       0.7        0.64857143
 0.68       0.68571429 0.66285714 0.66      ]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+00 4.17255642e-39]
 [1.00000000e+00 1.28588313e-44]
 [2.86415881e-22 1.00000000e+00]
 ...
 [1.00000000e+00 2.24791940e-40]
 [1.00000000e+00 1.29046608e-25]
 [1.00000000e+00 8.07552805e-62]]";"[[1.00000000e+00 5.37498465e-61]
 [1.00000000e+00 1.47721960e-41]
 [1.00000000e+00 1.13708599e-21]
 ...
 [1.00000000e+00 0.00000000e+00]
 [1.00000000e+00 4.63120638e-32]
 [1.00000000e+00 2.11875903e-68]]"
0.684;0.696;"[0.72666667 0.68666667 0.69333333 0.66       0.69333333 0.65333333
 0.72       0.62666667 0.67333333 0.70666667]";"[0.67428571 0.70857143 0.69428571 0.67714286 0.68       0.72
 0.66285714 0.70857143 0.70571429 0.72857143]";[-1 -1  1 ...  1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.68467;0.696;"[0.72666667 0.68666667 0.69333333 0.66       0.69333333 0.65333333
 0.72       0.62666667 0.67333333 0.71333333]";"[0.67428571 0.70857143 0.69428571 0.67714286 0.68       0.72
 0.66285714 0.70857143 0.70571429 0.72857143]";[-1 -1  1 ...  1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.7;0.71914;"[0.70666667 0.67333333 0.69333333 0.72       0.70666667 0.65333333
 0.72       0.65333333 0.74       0.73333333]";"[0.68857143 0.71142857 0.72       0.69142857 0.71142857 0.74285714
 0.69142857 0.75142857 0.74857143 0.73428571]";[-1 -1  1 ... -1  1 -1];"[[1.00000e+000 0.00000e+000]
 [1.00000e+000 0.00000e+000]
 [0.00000e+000 1.00000e+000]
 ...
 [1.00000e+000 5.77755e-318]
 [0.00000e+000 1.00000e+000]
 [1.00000e+000 0.00000e+000]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
0.704;0.71971;"[0.72       0.68       0.69333333 0.72666667 0.70666667 0.65333333
 0.72666667 0.66       0.74666667 0.72666667]";"[0.69714286 0.70571429 0.72571429 0.68857143 0.71142857 0.74571429
 0.69142857 0.74857143 0.74571429 0.73714286]";[-1 -1  1 ... -1  1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [1. 0.]
 [0. 1.]
 [1. 0.]]"
