accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.646;0.67314;"[0.60666667 0.63333333 0.64666667 0.58666667 0.69333333 0.64
 0.71333333 0.64666667 0.60666667 0.68666667]";"[0.64857143 0.68285714 0.67714286 0.67142857 0.66       0.67142857
 0.69714286 0.68       0.65428571 0.68857143]";[-1 -1  1 ... -1 -1 -1];"[[1.0e+000 0.0e+000]
 [1.0e+000 0.0e+000]
 [0.0e+000 1.0e+000]
 ...
 [1.0e+000 0.0e+000]
 [1.0e+000 7.4e-323]
 [1.0e+000 0.0e+000]]";"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.01917522e-287]
 [1.00000000e+000 0.00000000e+000]]"
0.61867;0.65257;"[0.56666667 0.62666667 0.65333333 0.56       0.63333333 0.59333333
 0.69333333 0.64       0.58666667 0.63333333]";"[0.64       0.65142857 0.68571429 0.63428571 0.66285714 0.65714286
 0.65714286 0.66       0.62285714 0.65428571]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 2.05858893e-162]
 [1.00000000e+000 1.99173393e-283]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 1.01064480e-180]
 [1.00000000e+000 4.63059759e-163]
 [1.00000000e+000 1.66321580e-190]]";"[[1.00000000e+000 4.26637148e-209]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 1.02961098e-266]
 [1.00000000e+000 3.93364289e-197]
 [1.00000000e+000 3.30385698e-218]]"
0.61867;0.65257;"[0.56666667 0.62666667 0.65333333 0.56       0.63333333 0.59333333
 0.69333333 0.64       0.58666667 0.63333333]";"[0.64       0.65142857 0.68571429 0.63428571 0.66285714 0.65714286
 0.65714286 0.66       0.62285714 0.65428571]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 2.05858893e-162]
 [1.00000000e+000 1.99173393e-283]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 1.01064480e-180]
 [1.00000000e+000 4.63059759e-163]
 [1.00000000e+000 1.66321580e-190]]";"[[1.00000000e+000 4.26637148e-209]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 1.02961098e-266]
 [1.00000000e+000 3.93364289e-197]
 [1.00000000e+000 3.30385698e-218]]"
0.60667;0.60657;"[0.58       0.60666667 0.62666667 0.58666667 0.62       0.61333333
 0.63333333 0.61333333 0.56666667 0.62      ]";"[0.61428571 0.62285714 0.61142857 0.59428571 0.63142857 0.58
 0.60571429 0.60857143 0.59714286 0.6       ]";[-1 -1 -1 ... -1 -1 -1];"[[1.00000000e+00 2.11269250e-24]
 [1.00000000e+00 2.11269250e-24]
 [1.00000000e+00 1.50584724e-24]
 ...
 [1.00000000e+00 1.41744920e-24]
 [1.00000000e+00 1.50584724e-24]
 [1.00000000e+00 2.11269250e-24]]";"[[1.00000000e+00 6.59179526e-38]
 [1.00000000e+00 6.59179526e-38]
 [1.00000000e+00 1.96924394e-38]
 ...
 [1.00000000e+00 5.38012802e-34]
 [1.00000000e+00 2.70362352e-34]
 [1.00000000e+00 8.14200747e-34]]"
0.60667;0.60657;"[0.58       0.60666667 0.62666667 0.58666667 0.62       0.61333333
 0.63333333 0.61333333 0.56666667 0.62      ]";"[0.61428571 0.62285714 0.61142857 0.59428571 0.63142857 0.58
 0.60571429 0.60857143 0.59714286 0.6       ]";[-1 -1 -1 ... -1 -1 -1];"[[1.00000000e+00 2.11269250e-24]
 [1.00000000e+00 2.11269250e-24]
 [1.00000000e+00 1.50584724e-24]
 ...
 [1.00000000e+00 1.41744920e-24]
 [1.00000000e+00 1.50584724e-24]
 [1.00000000e+00 2.11269250e-24]]";"[[1.00000000e+00 6.59179526e-38]
 [1.00000000e+00 6.59179526e-38]
 [1.00000000e+00 1.96924394e-38]
 ...
 [1.00000000e+00 5.38012802e-34]
 [1.00000000e+00 2.70362352e-34]
 [1.00000000e+00 8.14200747e-34]]"
0.61133;0.65914;"[0.65333333 0.65333333 0.62       0.54666667 0.62666667 0.58
 0.63333333 0.57333333 0.6        0.62666667]";"[0.64571429 0.67142857 0.63714286 0.67142857 0.63714286 0.66
 0.62857143 0.66       0.67714286 0.70285714]";[-1 -1  1 ...  1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [3.46727528e-189 1.00000000e+000]
 [1.45886028e-209 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]"
0.61133;0.65914;"[0.65333333 0.65333333 0.62       0.54666667 0.62666667 0.58
 0.63333333 0.57333333 0.6        0.62666667]";"[0.64571429 0.67142857 0.63714286 0.67142857 0.63714286 0.66
 0.62857143 0.66       0.67714286 0.70285714]";[-1 -1  1 ...  1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]";"[[1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [3.46727528e-189 1.00000000e+000]
 [1.45886028e-209 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]"
0.63733;0.68171;"[0.60666667 0.71333333 0.66666667 0.54666667 0.66       0.58666667
 0.66       0.62666667 0.60666667 0.7       ]";"[0.68       0.69714286 0.70571429 0.66285714 0.65714286 0.68
 0.63142857 0.67714286 0.70571429 0.72      ]";[-1 -1  1 ... -1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]"
0.63733;0.68171;"[0.60666667 0.71333333 0.66666667 0.54666667 0.66       0.58666667
 0.66       0.62666667 0.60666667 0.7       ]";"[0.68       0.69714286 0.70571429 0.66285714 0.65714286 0.68
 0.63142857 0.67714286 0.70571429 0.72      ]";[-1 -1  1 ... -1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]"
0.64467;0.66371;"[0.6        0.66       0.64       0.58       0.66666667 0.63333333
 0.70666667 0.64666667 0.62       0.69333333]";"[0.64       0.67714286 0.65714286 0.65714286 0.64857143 0.66571429
 0.69142857 0.67142857 0.64571429 0.68285714]";[-1 -1  1 ... -1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]"
0.64467;0.66371;"[0.6        0.66       0.64       0.58       0.66666667 0.63333333
 0.70666667 0.64666667 0.62       0.69333333]";"[0.64       0.67714286 0.65714286 0.65714286 0.64857143 0.66571429
 0.69142857 0.67142857 0.64571429 0.68285714]";[-1 -1  1 ... -1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]"
0.622;0.64629;"[0.58       0.63333333 0.64666667 0.56       0.62666667 0.6
 0.7        0.63333333 0.59333333 0.64666667]";"[0.64857143 0.66       0.67714286 0.63142857 0.64857143 0.65142857
 0.65714286 0.64571429 0.59142857 0.65142857]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 1.24172706e-190]
 [1.00000000e+000 1.46206509e-264]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 1.35077526e-200]
 [1.00000000e+000 2.71673000e-191]
 [1.00000000e+000 1.97051139e-209]]";"[[1.00000000e+000 2.56817435e-253]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 7.13269091e-240]
 [1.00000000e+000 2.28460963e-226]]"
0.622;0.64629;"[0.58       0.63333333 0.64666667 0.56       0.62666667 0.6
 0.7        0.63333333 0.59333333 0.64666667]";"[0.64857143 0.66       0.67714286 0.63142857 0.64857143 0.65142857
 0.65714286 0.64571429 0.59142857 0.65142857]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 1.24172706e-190]
 [1.00000000e+000 1.46206509e-264]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 1.35077526e-200]
 [1.00000000e+000 2.71673000e-191]
 [1.00000000e+000 1.97051139e-209]]";"[[1.00000000e+000 2.56817435e-253]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 7.13269091e-240]
 [1.00000000e+000 2.28460963e-226]]"
0.61533;0.60686;"[0.59333333 0.60666667 0.64       0.58       0.64       0.62666667
 0.64666667 0.62       0.57333333 0.62666667]";"[0.61428571 0.63142857 0.60857143 0.59142857 0.62571429 0.58
 0.59714286 0.62       0.59142857 0.60857143]";[-1 -1 -1 ... -1 -1 -1];"[[1.00000000e+00 1.54986194e-27]
 [1.00000000e+00 1.54986194e-27]
 [1.00000000e+00 1.15194427e-27]
 ...
 [1.00000000e+00 1.09954958e-27]
 [1.00000000e+00 1.15194427e-27]
 [1.00000000e+00 1.54986194e-27]]";"[[1.00000000e+00 2.38725942e-41]
 [1.00000000e+00 2.38725942e-41]
 [1.00000000e+00 7.34948662e-42]
 ...
 [1.00000000e+00 1.32857650e-37]
 [1.00000000e+00 6.41623474e-38]
 [1.00000000e+00 1.86159937e-37]]"
0.61533;0.60686;"[0.59333333 0.60666667 0.64       0.58       0.64       0.62666667
 0.64666667 0.62       0.57333333 0.62666667]";"[0.61428571 0.63142857 0.60857143 0.59142857 0.62571429 0.58
 0.59714286 0.62       0.59142857 0.60857143]";[-1 -1 -1 ... -1 -1 -1];"[[1.00000000e+00 1.54986194e-27]
 [1.00000000e+00 1.54986194e-27]
 [1.00000000e+00 1.15194427e-27]
 ...
 [1.00000000e+00 1.09954958e-27]
 [1.00000000e+00 1.15194427e-27]
 [1.00000000e+00 1.54986194e-27]]";"[[1.00000000e+00 2.38725942e-41]
 [1.00000000e+00 2.38725942e-41]
 [1.00000000e+00 7.34948662e-42]
 ...
 [1.00000000e+00 1.32857650e-37]
 [1.00000000e+00 6.41623474e-38]
 [1.00000000e+00 1.86159937e-37]]"
0.61467;0.66543;"[0.64       0.64666667 0.62       0.54666667 0.62       0.58666667
 0.66       0.58       0.58       0.66666667]";"[0.65428571 0.66571429 0.64285714 0.67714286 0.64857143 0.66285714
 0.64571429 0.66285714 0.68571429 0.70857143]";[-1 -1  1 ...  1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]";"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 4.50562443e-187]
 [1.00000000e+000 0.00000000e+000]
 ...
 [2.23738613e-180 1.00000000e+000]
 [1.75363203e-218 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]"
0.61467;0.66543;"[0.64       0.64666667 0.62       0.54666667 0.62       0.58666667
 0.66       0.58       0.58       0.66666667]";"[0.65428571 0.66571429 0.64285714 0.67714286 0.64857143 0.66285714
 0.64571429 0.66285714 0.68571429 0.70857143]";[-1 -1  1 ...  1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]";"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 4.50562443e-187]
 [1.00000000e+000 0.00000000e+000]
 ...
 [2.23738613e-180 1.00000000e+000]
 [1.75363203e-218 1.00000000e+000]
 [1.00000000e+000 0.00000000e+000]]"
0.63867;0.68829;"[0.62666667 0.71333333 0.66       0.54       0.65333333 0.59333333
 0.67333333 0.63333333 0.6        0.69333333]";"[0.69714286 0.69714286 0.7        0.66       0.67714286 0.68285714
 0.64857143 0.69142857 0.71714286 0.71142857]";[-1 -1  1 ... -1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]"
0.63867;0.68829;"[0.62666667 0.71333333 0.66       0.54       0.65333333 0.59333333
 0.67333333 0.63333333 0.6        0.69333333]";"[0.69714286 0.69714286 0.7        0.66       0.67714286 0.68285714
 0.64857143 0.69142857 0.71714286 0.71142857]";[-1 -1  1 ... -1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]"
0.64733;0.66657;"[0.60666667 0.64666667 0.63333333 0.59333333 0.67333333 0.64
 0.71333333 0.64666667 0.62       0.7       ]";"[0.64285714 0.68       0.65142857 0.66       0.65428571 0.66285714
 0.69714286 0.67714286 0.64571429 0.69428571]";[-1 -1  1 ... -1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]"
0.64733;0.66657;"[0.60666667 0.64666667 0.63333333 0.59333333 0.67333333 0.64
 0.71333333 0.64666667 0.62       0.7       ]";"[0.64285714 0.68       0.65142857 0.66       0.65428571 0.66285714
 0.69714286 0.67714286 0.64571429 0.69428571]";[-1 -1  1 ... -1 -1 -1];"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [1. 0.]
 [1. 0.]
 [1. 0.]]"
0.624;0.648;"[0.58       0.63333333 0.65333333 0.56       0.63333333 0.6
 0.7        0.63333333 0.59333333 0.65333333]";"[0.64       0.66571429 0.67142857 0.62857143 0.66285714 0.64857143
 0.64571429 0.65714286 0.60857143 0.65142857]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 5.18590562e-185]
 [1.00000000e+000 1.64887429e-266]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 2.66692904e-198]
 [1.00000000e+000 3.39801012e-185]
 [1.00000000e+000 2.96735514e-207]]";"[[1.00000000e+000 1.96857502e-245]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 8.93015765e-295]
 [1.00000000e+000 6.23823327e-231]
 [1.00000000e+000 2.19490533e-227]]"
0.624;0.648;"[0.58       0.63333333 0.65333333 0.56       0.63333333 0.6
 0.7        0.63333333 0.59333333 0.65333333]";"[0.64       0.66571429 0.67142857 0.62857143 0.66285714 0.64857143
 0.64571429 0.65714286 0.60857143 0.65142857]";[-1 -1  1 ... -1 -1 -1];"[[1.00000000e+000 5.18590562e-185]
 [1.00000000e+000 1.64887429e-266]
 [0.00000000e+000 1.00000000e+000]
 ...
 [1.00000000e+000 2.66692904e-198]
 [1.00000000e+000 3.39801012e-185]
 [1.00000000e+000 2.96735514e-207]]";"[[1.00000000e+000 1.96857502e-245]
 [1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 0.00000000e+000]
 ...
 [1.00000000e+000 8.93015765e-295]
 [1.00000000e+000 6.23823327e-231]
 [1.00000000e+000 2.19490533e-227]]"
0.61467;0.60943;"[0.59333333 0.60666667 0.63333333 0.58       0.64       0.62666667
 0.64666667 0.62       0.57333333 0.62666667]";"[0.61428571 0.63142857 0.61428571 0.59428571 0.62571429 0.57714286
 0.60571429 0.62       0.6        0.61142857]";[-1 -1 -1 ... -1 -1 -1];"[[1.00000000e+00 1.73417857e-27]
 [1.00000000e+00 1.73417857e-27]
 [1.00000000e+00 1.63791898e-27]
 ...
 [1.00000000e+00 1.50275918e-27]
 [1.00000000e+00 1.63791898e-27]
 [1.00000000e+00 1.73417857e-27]]";"[[1.00000000e+00 4.62915531e-41]
 [1.00000000e+00 4.62915531e-41]
 [1.00000000e+00 2.27885547e-41]
 ...
 [1.00000000e+00 3.83247818e-37]
 [1.00000000e+00 2.18803330e-37]
 [1.00000000e+00 3.99159581e-37]]"
